index_ccl	ccl_name	snp_fp_status	culture_media	ccle_primary_site	ccle_primary_hist	ccle_hist_subtype_1	cell_line_cluster_id	master_ccl_id
189	CW2	SNP-matched-reference	RPMI001	large_intestine	carcinoma		282;560;586;605;611;629;643;645;654;659;660	190
190	DLD1	SNP-matched-reference	RPMI001	large_intestine	carcinoma	adenocarcinoma	430;523;574;591;598;616;630;643;645;654;659;660	212
191	HCC56	SNP-matched-reference	RPMI001	large_intestine	carcinoma	adenocarcinoma	501;530;545;584;595;609;624;631;638;647;651;657;660	337
192	HCT116	SNP-not-tested	MCCOYS5A001	large_intestine	carcinoma		418;597;619;629;643;645;654;659;660	343
193	HCT15	SNP-matched-reference	RPMI001	large_intestine	carcinoma	adenocarcinoma	111;291;326;501;530;545;584;595;609;624;631;638;647;651;657;660	345
194	HCT8	SNP-unconfirmed	RPMI001	large_intestine	carcinoma	adenocarcinoma	455;557;596;619;629;643;645;654;659;660	346
195	HT115	SNP-matched-reference	DMEM005	large_intestine	carcinoma		290;304;388;507;540;574;591;598;616;630;643;645;654;659;660	447
196	HT29	SNP-matched-reference	MCCOYS5A001	large_intestine	carcinoma	adenocarcinoma	418;597;619;629;643;645;654;659;660	451
197	HT55	SNP-matched-reference	EMEM003	large_intestine	carcinoma	adenocarcinoma	265;469;540;574;591;598;616;630;643;645;654;659;660	452
198	KM12	SNP-matched-reference	RPMI001	large_intestine	carcinoma	adenocarcinoma	380;414;502;556;569;601;604;615;624;631;638;647;651;657;660	536
199	LOVO	SNP-matched-reference	HAMSF12001	large_intestine	carcinoma	adenocarcinoma	166;256;328;460;485;542;567;600;609;624;631;638;647;651;657;660	622
200	LS1034	SNP-matched-reference	RPMI001	large_intestine	carcinoma	adenocarcinoma	252;323;357;494;545;584;595;609;624;631;638;647;651;657;660	626
201	LS123	SNP-matched-reference	EMEM001	large_intestine	carcinoma	adenocarcinoma	210;457;529;581;583;611;629;643;645;654;659;660	627
202	LS180	SNP-matched-reference	EMEM001	large_intestine	carcinoma	adenocarcinoma	108;249;446;528;560;586;605;611;629;643;645;654;659;660	630
203	LS411N	SNP-matched-reference	RPMI001	large_intestine	carcinoma	adenocarcinoma	345;498;555;575;605;611;629;643;645;654;659;660	631
204	LS513	SNP-matched-reference	RPMI001	large_intestine	carcinoma	adenocarcinoma	3;108;249;446;528;560;586;605;611;629;643;645;654;659;660	632
205	MDST8	SNP-matched-reference	DMEM005	large_intestine	carcinoma	adenocarcinoma	206;419;462;504;511;600;609;624;631;638;647;651;657;660	661
206	NCIH508	SNP-matched-reference	RPMI001	large_intestine	carcinoma	adenocarcinoma	265;469;540;574;591;598;616;630;643;645;654;659;660	128003
207	NCIH747	SNP-matched-reference	RPMI001	large_intestine	carcinoma	adenocarcinoma	404;489;562;590;593;615;624;631;638;647;651;657;660	155356
208	OUMS23	SNP-matched-reference	DMEM001	large_intestine	carcinoma	adenocarcinoma	385;533;604;615;624;631;638;647;651;657;660	903
209	RCM1	SNP-matched-reference	RPMIF12001	large_intestine	carcinoma	adenocarcinoma	314;363;420;477;530;545;584;595;609;624;631;638;647;651;657;660	960
210	RKO	SNP-matched-reference	MEM001	large_intestine	carcinoma	adenocarcinoma	92;296;379;480;556;569;601;604;615;624;631;638;647;651;657;660	979
211	SKCO1	SNP-matched-reference	EMEM001	large_intestine	carcinoma	adenocarcinoma	150;249;446;528;560;586;605;611;629;643;645;654;659;660	1034
212	SNU1033	SNP-matched-reference	RPMI001	large_intestine	carcinoma		437;516;590;593;615;624;631;638;647;651;657;660	1076
213	A549	SNP-matched-reference	RPMI001	lung	carcinoma	non_small_cell_carcinoma	142;258;414;502;556;569;601;604;615;624;631;638;647;651;657;660	35
214	ASPC1	SNP-matched-reference	RPMI001	pancreas	carcinoma	ductal_carcinoma	140;320;412;477;530;545;584;595;609;624;631;638;647;651;657;660	52
215	SNU407	SNP-not-tested	RPMI001	large_intestine	carcinoma		45;125;173;319;379;480;556;569;601;604;615;624;631;638;647;651;657;660	1102
216	SNU503	SNP-matched-reference	RPMI001	large_intestine	carcinoma		391;427;532;547;584;595;609;624;631;638;647;651;657;660	1112
217	SNU61	SNP-matched-reference	RPMI001	large_intestine	carcinoma		348;476;528;560;586;605;611;629;643;645;654;659;660	1115
218	SNU81	SNP-matched-reference	RPMI001	large_intestine	carcinoma		648;656;661;662	1124
219	SNUC2A	SNP-matched-reference	RPMI001	large_intestine	carcinoma	adenocarcinoma	237;355;481;538;559;591;598;616;630;643;645;654;659;660	1131
220	SNUC4	SNP-matched-reference	RPMI001	large_intestine	carcinoma	adenocarcinoma	250;352;455;557;596;619;629;643;645;654;659;660	1133
221	SNUC5	SNP-not-tested	RPMI001	large_intestine	carcinoma	adenocarcinoma	156;284;406;485;542;567;600;609;624;631;638;647;651;657;660	1134
222	SW1116	SNP-matched-reference	RPMI001	large_intestine	carcinoma	adenocarcinoma	621;649;652;655;657;660	1152
223	SW1417	SNP-matched-reference	RPMI001	large_intestine	carcinoma	adenocarcinoma	323;357;494;545;584;595;609;624;631;638;647;651;657;660	1155
224	SW1463	SNP-matched-reference	RPMI001	large_intestine	carcinoma	adenocarcinoma	639;648;656;661;662	1156
225	NCIH1299	SNP-matched-reference	RPMI001	lung	carcinoma	non_small_cell_carcinoma	153;269;405;434;476;528;560;586;605;611;629;643;645;654;659;660	155395
226	SW48	SNP-matched-reference	RPMI001	large_intestine	carcinoma	adenocarcinoma	150;249;446;528;560;586;605;611;629;643;645;654;659;660	1162
227	SW620	SNP-matched-reference	L15001	large_intestine	carcinoma	adenocarcinoma	168;297;451;529;581;583;611;629;643;645;654;659;660	1166
228	CCFSTTG1	SNP-matched-reference	RPMI001	central_nervous_system	glioma	astrocytoma	20;482;633;647;651;657;660	131
229	SW948	SNP-matched-reference	RPMI001	large_intestine	carcinoma	adenocarcinoma	320;412;477;530;545;584;595;609;624;631;638;647;651;657;660	1170
230	T84	SNP-matched-reference	DMEMF12003	large_intestine	carcinoma	adenocarcinoma	171;338;421;489;562;590;593;615;624;631;638;647;651;657;660	1176
231	HEP3B217	SNP-matched-reference	EMEM001	liver	carcinoma	hepatocellular_carcinoma	416;429;581;583;611;629;643;645;654;659;660	365
232	HEPG2	SNP-matched-reference	DMEM001	liver	carcinoma	hepatocellular_carcinoma	512;575;605;611;629;643;645;654;659;660	366
233	HLF	SNP-matched-reference	DMEM009	liver	carcinoma	hepatocellular_carcinoma	61;117;246;331;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	374
234	HUH1	SNP-matched-reference	DMEM001	liver	carcinoma	hepatocellular_carcinoma	332;394;490;558;595;609;624;631;638;647;651;657;660	457
235	HUH6	SNP-matched-reference	DMEM001	liver		hepatoblastoma	565;601;604;615;624;631;638;647;651;657;660	459
236	JHH1	SNP-matched-reference	WILLIAMSE001	liver	carcinoma	hepatocellular_carcinoma	188;240;363;420;477;530;545;584;595;609;624;631;638;647;651;657;660	486
237	VMRCRCZ	SNP-matched-reference	EMEM001	kidney	carcinoma	renal_cell_carcinoma	192;315;412;477;530;545;584;595;609;624;631;638;647;651;657;660	1254
238	JHH4	SNP-matched-reference	EMEM001	liver	carcinoma	hepatocellular_carcinoma	111;291;326;501;530;545;584;595;609;624;631;638;647;651;657;660	488
239	JHH5	SNP-matched-reference	WILLIAMSE001	liver	carcinoma	hepatocellular_carcinoma	360;396;510;527;588;623;631;638;647;651;657;660	489
240	NCIH524	SNP-matched-reference	WILLIAMSE001	lung	carcinoma	small_cell_carcinoma	585;617;650;659;660	155326
241	LI7	SNP-matched-reference	RPMI001	liver	carcinoma	hepatocellular_carcinoma	343;366;454;538;559;591;598;616;630;643;645;654;659;660	601
242	PLCPRF5	SNP-unconfirmed	EMEM001	liver	carcinoma	hepatocellular_carcinoma	93;268;402;450;506;570;599;634;646;651;657;660	950
243	SKHEP1	SNP-matched-reference	EMEM001	liver	carcinoma	adenocarcinoma	157;211;307;390;474;570;599;634;646;651;657;660	1036
244	SW1353	SNP-matched-reference	RPMI001	bone	chondrosarcoma		183;261;318;443;500;537;550;572;602;608;627;636;646;651;657;660	1154
245	SNU387	SNP-matched-reference	RPMI001	liver	carcinoma	hepatocellular_carcinoma	391;427;532;547;584;595;609;624;631;638;647;651;657;660	1100
246	SNU398	SNP-matched-reference	RPMI001	liver	carcinoma	hepatocellular_carcinoma	606;612;630;643;645;654;659;660	1101
247	SNU423	SNP-matched-reference	RPMI001	liver	carcinoma	hepatocellular_carcinoma	38;50;175;207;294;383;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	1104
248	SNU449	SNP-matched-reference	RPMI001	liver	carcinoma	hepatocellular_carcinoma	176;315;412;477;530;545;584;595;609;624;631;638;647;651;657;660	1105
249	SNU475	SNP-matched-reference	RPMI001	liver	carcinoma	hepatocellular_carcinoma	482;633;647;651;657;660	1108
250	SNU761	SNP-matched-reference	RPMI001	liver	carcinoma	hepatocellular_carcinoma	311;439;499;567;600;609;624;631;638;647;651;657;660	1122
251	SNU878	SNP-matched-reference	RPMI001	liver	carcinoma	hepatocellular_carcinoma	343;366;454;538;559;591;598;616;630;643;645;654;659;660	1127
252	SNU886	SNP-matched-reference	RPMI001	liver	carcinoma	hepatocellular_carcinoma	612;630;643;645;654;659;660	1128
253	A549	SNP-matched-reference	DMEM001	lung	carcinoma	non_small_cell_carcinoma	401;470;555;575;605;611;629;643;645;654;659;660	35
254	BEN	SNP-matched-reference	DMEM001	lung	carcinoma		637;653;658;662	60
255	CAL12T	SNP-matched-reference	DMEM001	lung	carcinoma	non_small_cell_carcinoma	251;430;523;574;591;598;616;630;643;645;654;659;660	112
256	CALU1	SNP-matched-reference	MCCOYS5A001	lung	carcinoma	squamous_cell_carcinoma	407;580;623;631;638;647;651;657;660	122
257	CALU3	SNP-matched-reference	EMEM001	lung	carcinoma	adenocarcinoma	244;340;417;521;550;572;602;608;627;636;646;651;657;660	123
258	CALU6	SNP-matched-reference	MEM001	lung	carcinoma	undifferentiated_carcinoma	191;354;386;457;529;581;583;611;629;643;645;654;659;660	124
259	CHAGOK1	SNP-matched-reference	RPMI007	lung	carcinoma		100;190;294;383;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	141
260	COLO668	SNP-unconfirmed	RPMI007	lung	carcinoma	small_cell_carcinoma	86;190;294;383;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	158
261	COLO699	SNP-unconfirmed	RPMI001				237;355;481;538;559;591;598;616;630;643;645;654;659;660	164
262	CORL105	SNP-matched-reference	RPMI007	lung	carcinoma	adenocarcinoma	257;396;510;527;588;623;631;638;647;651;657;660	174
263	CORL95	SNP-matched-reference	RPMI007	lung	carcinoma	small_cell_carcinoma	232;479;553;573;607;628;638;647;651;657;660	183
264	DMS114	SNP-matched-reference	WAYMOUTH002	lung	carcinoma	small_cell_carcinoma	42;187;267;349;411;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	215
265	DMS273	SNP-matched-reference	WAYMOUTH001	lung	carcinoma	small_cell_carcinoma	53;122;202;239;350;383;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	217
266	DMS454	SNP-not-tested	WAYMOUTH002	lung	carcinoma	small_cell_carcinoma	403;553;573;607;628;638;647;651;657;660	218
267	DMS53	SNP-matched-reference	WAYMOUTH002	lung	carcinoma	small_cell_carcinoma	403;553;573;607;628;638;647;651;657;660	219
268	DV90	SNP-unconfirmed	RPMI001	lung	carcinoma	adenocarcinoma	127;208;219;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	227
269	EBC1	SNP-matched-reference	MEM001	lung	carcinoma	squamous_cell_carcinoma	328;460;485;542;567;600;609;624;631;638;647;651;657;660	230
270	EKVX	SNP-not-tested	RPMI005				453;526;580;623;631;638;647;651;657;660	241
271	EPLC272H	SNP-matched-reference	RPMI003	lung	carcinoma	squamous_cell_carcinoma	241;399;503;551;565;601;604;615;624;631;638;647;651;657;660	246
272	HARA	SNP-matched-reference	RPMI001	lung	carcinoma	squamous_cell_carcinoma	44;185;223;366;454;538;559;591;598;616;630;643;645;654;659;660	293
273	HCC1171	SNP-matched-reference	RPMI001	lung	carcinoma	non_small_cell_carcinoma	544;576;594;602;608;627;636;646;651;657;660	296
274	HCC1195	SNP-unconfirmed	RPMI001	lung	carcinoma	mixed_adenosquamous_carcinoma	284;406;485;542;567;600;609;624;631;638;647;651;657;660	298
275	HCC1438	SNP-unconfirmed	RPMI001	lung	carcinoma	large_cell_carcinoma	22;55;135;233;281;331;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	303
276	HCC15	SNP-matched-reference	RPMI001	lung	carcinoma	squamous_cell_carcinoma	223;366;454;538;559;591;598;616;630;643;645;654;659;660	304
277	HCC1588	SNP-matched-reference	RPMI001	lung	carcinoma	squamous_cell_carcinoma	3;108;249;446;528;560;586;605;611;629;643;645;654;659;660	307
278	HCC1833	SNP-unconfirmed	RPMI001	lung	carcinoma	adenocarcinoma	355;481;538;559;591;598;616;630;643;645;654;659;660	310
279	HCC2108	SNP-unconfirmed	RPMI001	lung	carcinoma	adenocarcinoma	153;269;405;434;476;528;560;586;605;611;629;643;645;654;659;660	316
280	HCC2279	SNP-matched-reference	RPMI001	lung	carcinoma	adenocarcinoma	105;261;318;443;500;537;550;572;602;608;627;636;646;651;657;660	319
281	HCC2935	SNP-matched-reference	RPMI001	lung	carcinoma	non_small_cell_carcinoma	526;580;623;631;638;647;651;657;660	324
282	HCC33	SNP-matched-reference	RPMI003	lung	carcinoma	small_cell_carcinoma	661;662	326
283	HCC366	SNP-not-tested	RPMI001	lung	carcinoma	mixed_adenosquamous_carcinoma	63;203;260;374;484;520;586;605;611;629;643;645;654;659;660	328
284	HCC4006	SNP-matched-reference	RPMI001	lung	carcinoma	adenocarcinoma	360;396;510;527;588;623;631;638;647;651;657;660	331
285	HCC44	SNP-matched-reference	RPMI001	lung	carcinoma	adenocarcinoma	131;189;274;400;454;538;559;591;598;616;630;643;645;654;659;660	332
286	HCC78	SNP-matched-reference	RPMI001	lung	carcinoma	adenocarcinoma	174;384;432;484;520;586;605;611;629;643;645;654;659;660	339
287	HCC827	SNP-matched-reference	RPMI001	lung	carcinoma	adenocarcinoma	198;469;540;574;591;598;616;630;643;645;654;659;660	340
288	HCC95	SNP-matched-reference	RPMI001	lung	carcinoma	squamous_cell_carcinoma	209;367;472;507;540;574;591;598;616;630;643;645;654;659;660	342
289	HOP62	SNP-matched-reference	RPMI005				312;404;489;562;590;593;615;624;631;638;647;651;657;660	381
290	HOP92	SNP-matched-reference	RPMI005				407;580;623;631;638;647;651;657;660	382
291	IALM	SNP-not-tested	HAMSF10001	lung	carcinoma	large_cell_carcinoma	578;610;628;638;647;651;657;660	469
292	KNS62	SNP-matched-reference	EMEM005	lung	carcinoma	squamous_cell_carcinoma	81;170;346;468;587;599;634;646;651;657;660	558
293	LC1SQSF	SNP-matched-reference	RPMI001	lung	carcinoma	squamous_cell_carcinoma	147;378;547;584;595;609;624;631;638;647;651;657;660	598
294	LCLC103H	SNP-matched-reference	RPMI001	lung	carcinoma	large_cell_carcinoma	253;432;484;520;586;605;611;629;643;645;654;659;660	599
295	LCLC97TM1	SNP-not-tested	RPMI003	lung	carcinoma	large_cell_carcinoma	154;275;329;423;480;556;569;601;604;615;624;631;638;647;651;657;660	600
296	LK2	SNP-matched-reference	RPMI001	lung	carcinoma	squamous_cell_carcinoma	137;350;383;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	602
297	LOUNH91	SNP-not-tested	RPMI001	lung	carcinoma	squamous_cell_carcinoma	276;435;511;600;609;624;631;638;647;651;657;660	621
298	LU99	SNP-matched-reference	RPMI001	lung	carcinoma	large_cell_carcinoma	44;185;223;366;454;538;559;591;598;616;630;643;645;654;659;660	634
299	LUDLU1	SNP-matched-reference	RPMI001	lung	carcinoma	squamous_cell_carcinoma	230;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	635
300	LXF289	SNP-matched-reference	HAMSF10001	lung	carcinoma	adenocarcinoma	77;193;335;419;462;504;511;600;609;624;631;638;647;651;657;660	636
301	MORCPR	SNP-matched-reference	RPMI001	lung	carcinoma	adenocarcinoma	102;148;271;384;432;484;520;586;605;611;629;643;645;654;659;660	703
302	NCIH1155	SNP-unconfirmed	DMEMF12003	lung	carcinoma	large_cell_carcinoma	56;97;177;359;546;587;599;634;646;651;657;660	155388
303	NCIH1184	SNP-matched-reference	RPMI001	lung	carcinoma	small_cell_carcinoma	199;377;460;485;542;567;600;609;624;631;638;647;651;657;660	155390
304	NCIH1299	SNP-matched-reference	RPMI001	lung	carcinoma	non_small_cell_carcinoma	103;205;289;408;447;522;564;603;627;636;646;651;657;660	155395
305	NCIH1339	SNP-matched-reference	RPMI003	lung	carcinoma	small_cell_carcinoma	18;34;117;246;331;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	155399
306	NCIH1341	SNP-matched-reference	RPMI005	lung	carcinoma	small_cell_carcinoma	113;169;288;333;475;513;552;589;607;628;638;647;651;657;660	155400
307	NCIH1355	SNP-matched-reference	RPMI005	lung	carcinoma	adenocarcinoma	151;275;329;423;480;556;569;601;604;615;624;631;638;647;651;657;660	155401
308	NCIH1373	SNP-not-tested	RPMI003	lung	carcinoma	adenocarcinoma	158;234;313;381;465;520;586;605;611;629;643;645;654;659;660	155402
309	NCIH1395	SNP-matched-reference	RPMI001	lung	carcinoma	adenocarcinoma	483;524;593;615;624;631;638;647;651;657;660	127978
310	NCIH1435	SNP-matched-reference	RPMI001	lung	carcinoma	non_small_cell_carcinoma	442;504;511;600;609;624;631;638;647;651;657;660	155407
311	NCIH1563	SNP-matched-reference	RPMI001	lung	carcinoma	adenocarcinoma	571;613;626;644;655;657;660	155421
312	NCIH1568	SNP-matched-reference	RPMI001	lung	carcinoma	non_small_cell_carcinoma	112;218;349;411;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	155422
313	NCIH1573	SNP-matched-reference	RPMI005	lung	carcinoma	adenocarcinoma	551;565;601;604;615;624;631;638;647;651;657;660	155424
314	NCIH1581	SNP-matched-reference	DMEMF12003	lung	carcinoma	large_cell_carcinoma	177;359;546;587;599;634;646;651;657;660	155425
315	NCIH1623	SNP-matched-reference	RPMI001	lung	carcinoma	adenocarcinoma	280;527;588;623;631;638;647;651;657;660	155431
316	NCIH1650	SNP-matched-reference	RPMI001	lung	carcinoma	bronchioloalveolar_adenocarcinoma	212;372;467;517;576;594;602;608;627;636;646;651;657;660	155434
317	NCIH1651	SNP-matched-reference	RPMI001	lung	carcinoma	adenocarcinoma	539;569;601;604;615;624;631;638;647;651;657;660	155435
318	NCIH1666	SNP-unconfirmed	RPMI005	lung	carcinoma	bronchioloalveolar_adenocarcinoma	292;448;499;567;600;609;624;631;638;647;651;657;660	127983
319	NCIH1693	SNP-unconfirmed	RPMI005	lung	carcinoma	adenocarcinoma	478;536;566;589;607;628;638;647;651;657;660	155439
320	NCIH1703	SNP-matched-reference	RPMI001	lung	carcinoma	adenocarcinoma	35;79;263;373;409;566;589;607;628;638;647;651;657;660	155441
321	NCIH1734	SNP-not-tested	RPMI001	lung	carcinoma	adenocarcinoma	351;505;541;592;632;641;654;659;660	155445
322	NCIH1755	SNP-not-tested	RPMI001	lung	carcinoma	adenocarcinoma	473;508;561;594;602;608;627;636;646;651;657;660	127984
323	A375	SNP-matched-reference	RPMI001	skin	malignant_melanoma		277;341;462;504;511;600;609;624;631;638;647;651;657;660	30
324	NCIH1792	SNP-matched-reference	RPMI001	lung	carcinoma	adenocarcinoma	126;258;414;502;556;569;601;604;615;624;631;638;647;651;657;660	155450
325	NCIH1793	SNP-matched-reference	DMEMF12002	lung	carcinoma	non_small_cell_carcinoma	606;612;630;643;645;654;659;660	155451
326	NCIH1838	SNP-not-tested	RPMI001	lung	carcinoma	non_small_cell_carcinoma	279;340;417;521;550;572;602;608;627;636;646;651;657;660	155455
327	HCC1428	SNP-matched-reference	RPMI001	breast	carcinoma		303;342;483;524;593;615;624;631;638;647;651;657;660	302
328	NCIH1915	SNP-matched-reference	RPMI011	lung	carcinoma	large_cell_carcinoma	245;314;363;420;477;530;545;584;595;609;624;631;638;647;651;657;660	155463
329	NCIH1944	SNP-matched-reference	RPMI001	lung	carcinoma	non_small_cell_carcinoma	167;230;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	155467
330	NCIH196	SNP-matched-reference	RPMI001	lung	carcinoma	small_cell_carcinoma	238;426;523;574;591;598;616;630;643;645;654;659;660	155294
331	AGS	SNP-matched-reference	RPMI001	stomach	carcinoma	adenocarcinoma	563;616;630;643;645;654;659;660	44
332	NCIH2009	SNP-matched-reference	RPMI001	lung	carcinoma	adenocarcinoma	274;400;454;538;559;591;598;616;630;643;645;654;659;660	155476
333	NCIH2023	SNP-matched-reference	DMEMF12002	lung	carcinoma	adenocarcinoma	247;392;512;575;605;611;629;643;645;654;659;660	155477
334	NCIH2029	SNP-matched-reference	DMEMF12002	lung	carcinoma	small_cell_carcinoma	272;449;486;558;595;609;624;631;638;647;651;657;660	155479
335	NCIH2030	SNP-matched-reference	RPMI001	lung	carcinoma	non_small_cell_carcinoma	222;365;445;521;550;572;602;608;627;636;646;651;657;660	155480
336	A549	SNP-matched-reference	RPMI001	lung	carcinoma	non_small_cell_carcinoma	142;258;414;502;556;569;601;604;615;624;631;638;647;651;657;660	35
337	NCIH2085	SNP-not-tested	RPMI005	lung	carcinoma	adenocarcinoma	508;561;594;602;608;627;636;646;651;657;660	155488
338	NCIH2087	SNP-matched-reference	RPMI005	lung	carcinoma	adenocarcinoma	133;292;448;499;567;600;609;624;631;638;647;651;657;660	127988
339	NCIH211	SNP-not-tested	RPMI001	lung	carcinoma	small_cell_carcinoma	88;144;186;260;374;484;520;586;605;611;629;643;645;654;659;660	155295
340	NCIH2110	SNP-matched-reference	RPMI001	lung	carcinoma	non_small_cell_carcinoma	52;101;161;197;208;219;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	155493
341	NCIH2122	SNP-matched-reference	RPMI001	lung	carcinoma	adenocarcinoma	380;414;502;556;569;601;604;615;624;631;638;647;651;657;660	127990
342	NCIH2126	SNP-matched-reference	DMEMF12002	lung	carcinoma	adenocarcinoma	160;287;335;419;462;504;511;600;609;624;631;638;647;651;657;660	155494
343	NCIH2170	SNP-matched-reference	RPMI001	lung	carcinoma	squamous_cell_carcinoma	178;280;527;588;623;631;638;647;651;657;660	155498
344	NCIH2172	SNP-not-tested	RPMI001	lung	carcinoma	non_small_cell_carcinoma	336;496;583;611;629;643;645;654;659;660	155500
345	NCIH2196	SNP-matched-reference	DMEMF12002	lung	carcinoma	small_cell_carcinoma	232;479;553;573;607;628;638;647;651;657;660	155502
346	NCIH2228	SNP-not-tested	RPMI001	lung	carcinoma	adenocarcinoma	362;542;567;600;609;624;631;638;647;651;657;660	155505
347	NCIH2452	SNP-matched-reference	RPMI001	pleura	mesothelioma		229;362;542;567;600;609;624;631;638;647;651;657;660	155520
348	NCIH2286	SNP-matched-reference	RPMI001	lung	carcinoma	small_cell_carcinoma	531;598;616;630;643;645;654;659;660	155510
349	NCIH2291	SNP-matched-reference	RPMI001	lung	carcinoma	adenocarcinoma	582;608;627;636;646;651;657;660	155511
350	NCIH23	SNP-matched-reference	RPMI001	lung	carcinoma	non_small_cell_carcinoma	14;64;107;281;331;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	127991
351	NCIH2342	SNP-matched-reference	RPMI004	lung	carcinoma	adenocarcinoma	300;342;483;524;593;615;624;631;638;647;651;657;660	155513
352	NCIH2405	SNP-matched-reference	RPMI001	lung	carcinoma	adenocarcinoma	309;415;465;520;586;605;611;629;643;645;654;659;660	155518
353	NCIH2444	SNP-matched-reference	RPMI001	lung	carcinoma	non_small_cell_carcinoma	436;613;626;644;655;657;660	155519
354	H292	SNP-matched-reference	RPMI001	lung	carcinoma	mucoepidermoid_carcinoma	119;422;500;537;550;572;602;608;627;636;646;651;657;660	290
355	NCIH322	SNP-matched-reference	RPMI007	lung	carcinoma	adenocarcinoma	124;219;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	155305
356	NCIH358	SNP-matched-reference	RPMI001	lung	carcinoma	bronchioloalveolar_adenocarcinoma	185;223;366;454;538;559;591;598;616;630;643;645;654;659;660	127997
357	NCIH441	SNP-not-tested	RPMI001	lung	carcinoma	adenocarcinoma	435;511;600;609;624;631;638;647;651;657;660	127999
358	NCIH446	SNP-matched-reference	RPMI001	lung	carcinoma	small_cell_carcinoma	116;259;393;423;480;556;569;601;604;615;624;631;638;647;651;657;660	128000
359	NCIH460	SNP-matched-reference	RPMI001	lung	carcinoma	large_cell_carcinoma	254;468;587;599;634;646;651;657;660	128001
360	NCIH520	SNP-matched-reference	RPMI001	lung	carcinoma	squamous_cell_carcinoma	57;270;393;423;480;556;569;601;604;615;624;631;638;647;651;657;660	155324
361	NCIH522	SNP-matched-reference	RPMI001	lung	carcinoma	non_small_cell_carcinoma	50;175;207;294;383;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	155325
362	NCIH460	SNP-matched-reference	RPMI001	lung	carcinoma	large_cell_carcinoma	254;468;587;599;634;646;651;657;660	128001
363	NCIH647	SNP-matched-reference	RPMI001	lung	carcinoma	mixed_adenosquamous_carcinoma	130;195;285;395;464;514;539;569;601;604;615;624;631;638;647;651;657;660	155339
364	NCIH650	SNP-matched-reference	RPMI001	lung	carcinoma	bronchioloalveolar_adenocarcinoma	293;309;415;465;520;586;605;611;629;643;645;654;659;660	155340
365	NCIH661	SNP-matched-reference	RPMI005	lung	carcinoma	large_cell_carcinoma	125;173;319;379;480;556;569;601;604;615;624;631;638;647;651;657;660	128005
366	NCIH520	SNP-matched-reference	RPMI001	lung	carcinoma	squamous_cell_carcinoma	180;308;374;484;520;586;605;611;629;643;645;654;659;660	155324
367	NCIH727	SNP-matched-reference	RPMI001	lung	carcinoid_endocrine_tumor		306;434;476;528;560;586;605;611;629;643;645;654;659;660	155352
368	NCIH810	SNP-not-tested	DMEMF12002	lung	carcinoma	large_cell_carcinoma	100;190;294;383;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	155362
369	NCIH838	SNP-matched-reference	RPMI001	lung	carcinoma	non_small_cell_carcinoma	112;218;349;411;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	155365
370	NCIH841	SNP-matched-reference	DMEMF12002	lung	carcinoma	small_cell_carcinoma	25;36;85;239;350;383;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	155366
371	PC14	SNP-matched-reference	RPMI001	lung	carcinoma	non_small_cell_carcinoma	198;469;540;574;591;598;616;630;643;645;654;659;660	931
372	RERFLCAD1	SNP-not-tested	RPMI001	lung	carcinoma	adenocarcinoma	617;650;659;660	967
373	RERFLCAD2	SNP-matched-reference	RPMI001	lung	carcinoma	adenocarcinoma	165;368;378;547;584;595;609;624;631;638;647;651;657;660	968
374	RERFLCAI	SNP-matched-reference	EMEM001	lung	carcinoma	squamous_cell_carcinoma	2;97;177;359;546;587;599;634;646;651;657;660	969
375	RERFLCMS	SNP-matched-reference	EMEM001	lung	carcinoma	non_small_cell_carcinoma	25;36;85;239;350;383;459;464;514;539;569;601;604;615;624;631;638;647;651;657;660	971
376	SBC5	SNP-not-tested	EMEM001	lung	carcinoma	small_cell_carcinoma	359;546;587;599;634;646;651;657;660	1005
377	SKLU1	SNP-matched-reference	MEM001	lung	carcinoma	adenocarcinoma	297;451;529;581;583;611;629;643;645;654;659;660	1038
378	SKMES1	SNP-matched-reference	DMEM001	lung	carcinoma	squamous_cell_carcinoma	41;69;197;208;219;369;444;514;539;569;601;604;615;624;631;638;647;651;657;660	1048
