Gene	Score	0.95 MoE	p-value	FDR
P2RY12	0.2625971248467107		0.0125	0.04880327283849919
GUCY2GP	0.26259712484598924		0.0125	0.04880327283849919
RP11-1O7.1	0.26259712484533476		0.0125	0.04880327283849919
FGF6	0.2625971248445427		0.0125	0.04880327283849919
FAM90A18P	0.26259712484019304		0.0125	0.04880327283849919
TEX28	0.2625971248377709		0.0125	0.04880327283849919
GVINP2	0.2625971248355566		0.0125	0.04880327283849919
RP11-30P6.2	0.2625971248344673		0.0125	0.04880327283849919
FGF19	0.26259712482993314		0.0125	0.04880327283849919
RP11-492M19.1	0.26259712482745773		0.0125	0.04880327283849919
CTB-73N10.1	0.2625971248233201		0.0125	0.04880327283849919
AP001476.2	0.2625971248233201		0.0125	0.04880327283849919
KIF25-AS1	0.26259712482326136		0.0125	0.04880327283849919
RP11-1396O13.13	0.26259712482195685		0.0125	0.04880327283849919
KCNQ5-AS1	0.2625971248210682		0.0125	0.04880327283849919
BHLHA9	0.26259712482058256		0.0125	0.04880327283849919
RP11-748H22.1	0.262597124808155		0.0125	0.04880327283849919
C1orf200	0.2625971248075183		0.0125	0.04880327283849919
AQP2	0.2625971248051877		0.0125	0.04880327283849919
RP11-307O13.1	0.26259712479798847		0.0125	0.04880327283849919
LINC00516	0.26259712479308184		0.0125	0.04880327283849919
RP11-219G10.2	0.2625971247896408		0.0125	0.04880327283849919
AC012317.1	0.2625971247889986		0.0125	0.04880327283849919
RP11-135N5.1	0.26259712478542097		0.0125	0.04880327283849919
RP11-59E19.4	0.26259712478482783		0.0125	0.04880327283849919
RP5-896L10.1	0.26259712478106545		0.0125	0.04880327283849919
RASGRP4	0.26259712478053737		0.0125	0.04880327283849919
RPL3P3	0.2625971247790762		0.0125	0.04880327283849919
AC004957.5	0.2625971247786393		0.0125	0.04880327283849919
RP11-217C7.1	0.26259712477657693		0.0125	0.04880327283849919
AC004603.4	0.26259712477313923		0.0125	0.04880327283849919
CTD-2058B24.2	0.2625971247729621		0.0125	0.04880327283849919
RP11-787P24.1	0.26259712476646346		0.0125	0.04880327283849919
RP11-653G8.2	0.2625971247653308		0.0125	0.04880327283849919
RP11-461O7.1	0.262597124764399		0.0125	0.04880327283849919
Z83001.1	0.2625971247642001		0.0125	0.04880327283849919
PCDHA13	0.2625971247637445		0.0125	0.04880327283849919
HTR1E	0.26259712476308605		0.0125	0.04880327283849919
GRM7-AS3	0.2625971247596822		0.0125	0.04880327283849919
C10orf31	0.2625971247568711		0.0125	0.04880327283849919
CTD-2210P24.1	0.26259712475464236		0.0125	0.04880327283849919
RP11-704C2.1	0.2625971247525107		0.0125	0.04880327283849919
RP11-542P2.1	0.26259712474328106		0.0125	0.04880327283849919
OR4A14P	0.2625971247421975		0.0125	0.04880327283849919
NMUR2	0.2625971247405685		0.0125	0.04880327283849919
ARL5C	0.2625971247388797		0.0125	0.04880327283849919
RP11-333H9.6	0.2625971247334289		0.0125	0.04880327283849919
CTD-2340F8.1	0.26259712472766317		0.0125	0.04880327283849919
UGT2A3	0.2625971247211766		0.0125	0.04880327283849919
RP11-526A4.1	0.26259712472039104		0.0125	0.04880327283849919
TAS2R64P	0.26259712471875213		0.0125	0.04880327283849919
C8orf12	0.26259712471767654		0.0125	0.04880327283849919
AC026188.1	0.26259712471557317		0.0125	0.04880327283849919
MYCNOS	0.2625971247131625		0.0125	0.04880327283849919
KYNUP3	0.2625971247115432		0.0125	0.04880327283849919
RP11-648F7.1	0.26259712471036867		0.0125	0.04880327283849919
ZSWIM2	0.26259712470960683		0.0125	0.04880327283849919
AP003774.6	0.26259712470644336		0.0125	0.04880327283849919
RP11-615I16.3	0.2625971247009429		0.0125	0.04880327283849919
PGA4	0.26259712470060004		0.0125	0.04880327283849919
MESTP1	0.26259712469406693		0.0125	0.04880327283849919
CLEC2L	0.2625971246934065		0.0125	0.04880327283849919
RP11-165H20.4	0.2625971246926916		0.0125	0.04880327283849919
RP11-998D10.5	0.262597124687485		0.0125	0.04880327283849919
RP11-804M7.1	0.2625971246803342		0.0125	0.04880327283849919
AMBN	0.26259712467962815		0.0125	0.04880327283849919
RP11-454K24.1	0.2625971246792079		0.0125	0.04880327283849919
PCDHA3	0.26259712467851265		0.0125	0.04880327283849919
CTA-520D8.2	0.26259712467619006		0.0125	0.04880327283849919
RP11-319G9.3	0.26259712467571783		0.0125	0.04880327283849919
MMD2	0.26259712467245305		0.0125	0.04880327283849919
AC005358.1	0.2625971246692251		0.0125	0.04880327283849919
AC073043.1	0.2625971246669192		0.0125	0.04880327283849919
INMT	0.26259712466400836		0.0125	0.04880327283849919
MRGPRX2	0.262597124661063		0.0125	0.04880327283849919
FAM90A9P	0.26259712465713364		0.0125	0.04880327283849919
MANSC4	0.2625971246541881		0.0125	0.04880327283849919
RP11-923I11.4	0.26259712464868656		0.0125	0.04880327283849919
C8B	0.26259712464599533		0.0125	0.04880327283849919
TRIM60	0.26259712464112234		0.0125	0.04880327283849919
B3GAT2	0.26259712463950075		0.0125	0.04880327283849919
RBMY2GP	0.2625971246390604		0.0125	0.04880327283849919
INSM1	0.2625971246389972		0.0125	0.04880327283849919
PON1	0.26259712462653767		0.0125	0.04880327283849919
RP11-552D8.1	0.2625971246246979		0.0125	0.04880327283849919
SSTR5	0.2625971246246979		0.0125	0.04880327283849919
RP11-406A20.4	0.26259712462364015		0.0125	0.04880327283849919
AC004863.6	0.26259712460809453		0.0125	0.04880327283849919
RP11-285G1.2	0.26259712460776197		0.0125	0.04880327283849919
UTS2R	0.2625971245974758		0.0125	0.04880327283849919
MYOC	0.2625971245971179		0.0125	0.04880327283849919
LYZL6	0.26259712459230516		0.0125	0.04880327283849919
SLC15A5	0.26259712459012974		0.0125	0.04880327283849919
RP11-98O2.1	0.26259712458817897		0.0125	0.04880327283849919
OTUD6A	0.2625971245829081		0.0125	0.04880327283849919
T	0.2625971245806944		0.0125	0.04880327283849919
CTB-109A12.1	0.262597124579032		0.0125	0.04880327283849919
CD200R1L	0.26259712457765816		0.0125	0.04880327283849919
CELA2A	0.26259712457400275		0.0125	0.04880327283849919
NEK2P2	0.2625971245661787		0.0125	0.04880327283849919
GS1-410F4.3	0.26259712456617723		0.0125	0.04880327283849919
BRS3	0.2625971245638978		0.0125	0.04880327283849919
NMD3P1	0.2625971245634289		0.0125	0.04880327283849919
RP11-246E14.1	0.26259712456292494		0.0125	0.04880327283849919
KRT18P22	0.26259712455611894		0.0125	0.04880327283849919
PMCHL2	0.2625971245527944		0.0125	0.04880327283849919
AC062028.1	0.26259712454917045		0.0125	0.04880327283849919
RP11-379J13.2	0.2625971245482993		0.0125	0.04880327283849919
RP1-90L6.2	0.26259712454050715		0.0125	0.04880327283849919
C6orf118	0.2625971245387934		0.0125	0.04880327283849919
RP11-153K16.1	0.2625971245356527		0.0125	0.04880327283849919
RP11-513G11.2	0.26259712451114936		0.0125	0.04880327283849919
RP11-433A10.1	0.2625971245110284		0.0125	0.04880327283849919
MAGEA4	0.26259712451053185		0.0125	0.04880327283849919
RP11-6L6.3	0.26259712450910877		0.0125	0.04880327283849919
LINC00114	0.26259712449810596		0.0125	0.04880327283849919
PDILT	0.2625971244960436		0.0125	0.04880327283849919
KRT8P42	0.26259712449576056		0.0125	0.04880327283849919
HSPD1P3	0.2625971244949142		0.0125	0.04880327283849919
DBX2	0.2625971244935247		0.0125	0.04880327283849919
RP11-319E16.1	0.2625971244923123		0.0125	0.04880327283849919
RBMY1HP	0.2625971244911869		0.0125	0.04880327283849919
FNDC9	0.2625971244898555		0.0125	0.04880327283849919
AC104809.3	0.26259712448886874		0.0125	0.04880327283849919
TCHHL1	0.2625971244844578		0.0125	0.04880327283849919
RP11-315H15.2	0.2625971244806709		0.0125	0.04880327283849919
RP11-78H18.2	0.2625971244798355		0.0125	0.04880327283849919
XXyac-YM21GA2.1	0.2625971244766631		0.0125	0.04880327283849919
EIF3EP2	0.2625971244735191		0.0125	0.04880327283849919
RP11-507F17.1	0.26259712447129036		0.0125	0.04880327283849919
RP11-555H23.1	0.2625971244675441		0.0125	0.04880327283849919
RP4-749H3.1	0.2625971244646867		0.0125	0.04880327283849919
RP11-572M18.1	0.262597124462143		0.0125	0.04880327283849919
PCDHA2	0.26259712446015315		0.0125	0.04880327283849919
AC111186.1	0.26259712445741096		0.0125	0.04880327283849919
ST8SIA2	0.2625971244540337		0.0125	0.04880327283849919
MKRN4P	0.2625971244534002		0.0125	0.04880327283849919
PROX1-AS1	0.26259712444901717		0.0125	0.04880327283849919
STMN2	0.26259712444584987		0.0125	0.04880327283849919
RP11-317M11.1	0.2625971244253794		0.0125	0.04880327283849919
CTC-471C19.1	0.2625971244228721		0.0125	0.04880327283849919
HSFY2	0.2625971244157539		0.0125	0.04880327283849919
SDIM1	0.2625971244135336		0.0125	0.04880327283849919
RP11-660M18.2	0.2625971244135011		0.0125	0.04880327283849919
ARRDC5	0.26259712441229294		0.0125	0.04880327283849919
ART1	0.2625971244089976		0.0125	0.04880327283849919
KRT2	0.26259712440872107		0.0125	0.04880327283849919
RP1-29C18.8	0.26259712439907457		0.0125	0.04880327283849919
RAX2	0.2625971243915308		0.0125	0.04880327283849919
PASD1	0.2625971243894285		0.0125	0.04880327283849919
RS1	0.26259712437783717		0.0125	0.04880327283849919
KDELC1P1	0.2625971243750434		0.0125	0.04880327283849919
RP11-206P5.2	0.26259712436997484		0.0125	0.04880327283849919
CTD-2552B11.2	0.2625971243681537		0.0125	0.04880327283849919
KIR2DS4	0.26259712436140775		0.0125	0.04880327283849919
FRMD8P1	0.26259712435827637		0.0125	0.04880327283849919
TMCO5B	0.26259712435157817		0.0125	0.04880327283849919
SH2D1A	0.2625971243509639		0.0125	0.04880327283849919
RP11-613G13.1	0.2625971243487189		0.0125	0.04880327283849919
ERVFRD-1	0.2625971243476615		0.0125	0.04880327283849919
CXCR1	0.26259712434546384		0.0125	0.04880327283849919
TMEM213	0.2625971243405025		0.0125	0.04880327283849919
AL033381.1	0.2625971243321918		0.0125	0.04880327283849919
KBTBD5	0.2625971243303364		0.0125	0.04880327283849919
RP11-565A3.2	0.2625971243200221		0.0125	0.04880327283849919
RP11-71H17.7	0.2625971243186474		0.0125	0.04880327283849919
RP11-108B14.5	0.2625971243183654		0.0125	0.04880327283849919
RP11-231E6.1	0.2625971243146846		0.0125	0.04880327283849919
MIR143HG	0.2625971243125428		0.0125	0.04880327283849919
TM4SF18	0.2625971243089984		0.0125	0.04880327283849919
CES5AP1	0.26259712430429194		0.0125	0.04880327283849919
AP002387.1	0.26259712430145926		0.0125	0.04880327283849919
HOXC12	0.262597124298493		0.0125	0.04880327283849919
AL132709.1	0.26259712429664417		0.0125	0.04880327283849919
ARHGAP36	0.2625971242884172		0.0125	0.04880327283849919
CTD-2236F14.1	0.26259712428674		0.0125	0.04880327283849919
CD2	0.2625971242863322		0.0125	0.04880327283849919
RP11-184D12.1	0.26259712428151794		0.0125	0.04880327283849919
AC007392.3	0.26259712426550347		0.0125	0.04880327283849919
OR1E1	0.2625971242636407		0.0125	0.04880327283849919
RP11-1018N14.1	0.26259712425126425		0.0125	0.04880327283849919
IL5RA	0.26259712424615234		0.0125	0.04880327283849919
ANGPTL1	0.2625971242456241		0.0125	0.04880327283849919
RP11-538P18.2	0.262597124221011		0.0125	0.04880327283849919
RP11-1070N10.6	0.2625971242143037		0.0125	0.04880327283849919
FAM75A2	0.2625971242118606		0.0125	0.04880327283849919
ASB15	0.2625971242046515		0.0125	0.04880327283849919
TTLL10-AS1	0.2625971241943397		0.0125	0.04880327283849919
ZNF847P	0.26259712419213177		0.0125	0.04880327283849919
MAGEC3	0.26259712418157183		0.0125	0.04880327283849919
UPP2	0.26259712417494235		0.0125	0.04880327283849919
ZCCHC16	0.2625971241721928		0.0125	0.04880327283849919
TCEB3C	0.26259712417148207		0.0125	0.04880327283849919
RP13-726E6.2	0.26259712416737935		0.0125	0.04880327283849919
RP11-403C10.2	0.2625971241523383		0.0125	0.04880327283849919
CITF22-49D8.1	0.26259712415147773		0.0125	0.04880327283849919
AC004947.2	0.2625971241488144		0.0125	0.04880327283849919
CTD-2076M15.1	0.2625971241483077		0.0125	0.04880327283849919
RP11-1070N10.5	0.2625971241459046		0.0125	0.04880327283849919
COL6A4P2	0.26259712414125497		0.0125	0.04880327283849919
RP11-305O6.3	0.26259712412969627		0.0125	0.04880327283849919
RP11-489G11.3	0.2625971241278491		0.0125	0.04880327283849919
RBMY1E	0.26259712412714875		0.0125	0.04880327283849919
KRT8P20	0.2625971241233739		0.0125	0.04880327283849919
EPS8L3	0.262597124116833		0.0125	0.04880327283849919
AC008984.2	0.2625971241151241		0.0125	0.04880327283849919
FOXN4	0.2625971241067005		0.0125	0.04880327283849919
RBPJP2	0.2625971241041215		0.0125	0.04880327283849919
VIL1	0.2625971241034347		0.0125	0.04880327283849919
GPRC6A	0.26259712409312064		0.0125	0.04880327283849919
CYP2A6	0.26259712409113356		0.0125	0.04880327283849919
B3GALT5	0.26259712407626673		0.0125	0.04880327283849919
RP11-443J23.1	0.26259712407405006		0.0125	0.04880327283849919
FAM75C2	0.26259712407326874		0.0125	0.04880327283849919
CASP12	0.2625971240654254		0.0125	0.04880327283849919
RP11-398E10.1	0.26259712406424185		0.0125	0.04880327283849919
TGM6	0.26259712405521474		0.0125	0.04880327283849919
TTLL7-IT1	0.2625971240525531		0.0125	0.04880327283849919
LINC00083	0.2625971240484269		0.0125	0.04880327283849919
NBPF5	0.2625971240408641		0.0125	0.04880327283849919
RP11-54O7.3	0.26259712403524654		0.0125	0.04880327283849919
RBPJP6	0.26259712401748597		0.0125	0.04880327283849919
RBPJP7	0.26259712401748597		0.0125	0.04880327283849919
RP11-13G14.4	0.2625971240092349		0.0125	0.04880327283849919
SLC22A10	0.26259712399960977		0.0125	0.04880327283849919
AGXT2	0.2625971239922066		0.0125	0.04880327283849919
RP1-40E16.9	0.2625971239899825		0.0125	0.04880327283849919
OFD1P5Y	0.26259712398911134		0.0125	0.04880327283849919
CHRM3	0.2625971239810503		0.0125	0.04880327283849919
RP11-74M13.4	0.262597123977575		0.0125	0.04880327283849919
C1orf64	0.262597123971418		0.0125	0.04880327283849919
RP11-555G19.4	0.26259712397103324		0.0125	0.04880327283849919
KCNA1	0.2625971239566169		0.0125	0.04880327283849919
CTD-2171N6.1	0.26259712395216644		0.0125	0.04880327283849919
AC010872.2	0.26259712395182183		0.0125	0.04880327283849919
RP11-72M10.6	0.2625971239462637		0.0125	0.04880327283849919
KLK9	0.26259712393910173		0.0125	0.04880327283849919
TMPRSS15	0.26259712393016804		0.0125	0.04880327283849919
RP11-713P17.3	0.26259712392999174		0.0125	0.04880327283849919
RP11-483E23.2	0.2625971239294766		0.0125	0.04880327283849919
RP11-193H5.1	0.2625971239239749		0.0125	0.04880327283849919
RP11-597A11.1	0.2625971239237461		0.0125	0.04880327283849919
RP11-378I6.1	0.262597123913412		0.0125	0.04880327283849919
CTD-2341M24.1	0.2625971239115987		0.0125	0.04880327283849919
LRRN3	0.2625971238977634		0.0125	0.04880327283849919
BRDT	0.2625971238853314		0.0125	0.04880327283849919
AC018462.2	0.26259712388134515		0.0125	0.04880327283849919
PCA3	0.26259712385281603		0.0125	0.04880327283849919
KHDRBS2	0.2625971238470431		0.0125	0.04880327283849919
CYP8B1	0.2625971238370539		0.0125	0.04880327283849919
RP11-389G6.3	0.2625971238172849		0.0125	0.04880327283849919
FEM1AP1	0.26259712381453637		0.0125	0.04880327283849919
RP11-680E19.1	0.2625971238139622		0.0125	0.04880327283849919
CYP3A43	0.26259712378638944		0.0125	0.04880327283849919
RAD17P1	0.2625971237792815		0.0125	0.04880327283849919
CT45A2	0.26259712376445654		0.0125	0.04880327283849919
SLC17A4	0.26259712372865296		0.0125	0.04880327283849919
C3orf77	0.2625971237270481		0.0125	0.04880327283849919
FAM69C	0.26259712372063		0.0125	0.04880327283849919
KCNK9	0.26259712370952654		0.0125	0.04880327283849919
SLC5A8	0.2625971237087036		0.0125	0.04880327283849919
RTL1	0.2625971237002597		0.0125	0.04880327283849919
NDST4	0.26259712368950977		0.0125	0.04880327283849919
SLC6A18	0.262597123686508		0.0125	0.04880327283849919
SVOP	0.26259712364687965		0.0125	0.04880327283849919
ACOT12	0.2625971236328565		0.0125	0.04880327283849919
ABCB10P1	0.26259712361944276		0.0125	0.04880327283849919
C1QTNF7	0.262597123618096		0.0125	0.04880327283849919
MACROD2-AS1	0.26259712361181253		0.0125	0.04880327283849919
GNGT1	0.2625971236117183		0.0125	0.04880327283849919
GABRA3	0.26259712360379484		0.0125	0.04880327283849919
CYP4F22	0.26259712359917947		0.0125	0.04880327283849919
MOGAT3	0.2625971235825568		0.0125	0.04880327283849919
POU3F3	0.2625971235634106		0.0125	0.04880327283849919
MAG	0.2625971235528312		0.0125	0.04880327283849919
AC110781.3	0.2625971235429875		0.0125	0.04880327283849919
HCRTR2	0.26259712353480447		0.0125	0.04880327283849919
CSF3R	0.26259712352163933		0.0125	0.04880327283849919
TPTE2P3	0.26259712349217373		0.0125	0.04880327283849919
TBX20	0.26259712348804776		0.0125	0.04880327283849919
AC019109.1	0.262597123483922		0.0125	0.04880327283849919
C9orf118	0.26259712345641917		0.0125	0.04880327283849919
FCGR1C	0.26259712345087877		0.0125	0.04880327283849919
PMCHL1	0.2625971234247897		0.0125	0.04880327283849919
AC007131.2	0.26259712340818714		0.0125	0.04880327283849919
SAMD7	0.26259712340552677		0.0125	0.04880327283849919
CCR5	0.26259712339109875		0.0125	0.04880327283849919
RP13-395E19.2	0.262597123386494		0.0125	0.04880327283849919
RP11-173C20.1	0.26259712338422386		0.0125	0.04880327283849919
FAM90A21P	0.26259712338216046		0.0125	0.04880327283849919
SEPT14	0.2625971233759717		0.0125	0.04880327283849919
RP11-661G16.2	0.26259712337391		0.0125	0.04880327283849919
RP11-442N1.2	0.2625971233484691		0.0125	0.04880327283849919
RP11-87M18.2	0.26259712334503477		0.0125	0.04880327283849919
NEUROD4	0.2625971233429682		0.0125	0.04880327283849919
RP11-483H11.1	0.26259712333040997		0.0125	0.04880327283849919
RP11-14I2.2	0.26259712332928453		0.0125	0.04880327283849919
CPNE6	0.2625971233174945		0.0125	0.04880327283849919
C1orf167	0.2625971233103619		0.0125	0.04880327283849919
ZNF536	0.2625971233036792		0.0125	0.04880327283849919
TMEM212	0.2625971232662345		0.0125	0.04880327283849919
SYT4	0.262597123246019		0.0125	0.04880327283849919
FCAR	0.26259712324499607		0.0125	0.04880327283849919
GPR123	0.26259712321248024		0.0125	0.04880327283849919
AP001626.2	0.262597123187081		0.0125	0.04880327283849919
TMEM132E	0.2625971231765735		0.0125	0.04880327283849919
SELE	0.2625971231600718		0.0125	0.04880327283849919
RP11-138B4.1	0.2625971231538828		0.0125	0.04880327283849919
SLC6A19	0.26259712311310135		0.0125	0.04880327283849919
ADAM5P	0.2625971230460139		0.0125	0.04880327283849919
TTLL8	0.26259712303597676		0.0125	0.04880327283849919
RP11-523L20.2	0.26259712302083155		0.0125	0.04880327283849919
ABRA	0.2625971229823238		0.0125	0.04880327283849919
MYH7	0.26259712297045257		0.0125	0.04880327283849919
SLC22A2	0.262597122953827		0.0125	0.04880327283849919
RP11-731K22.1	0.2625971229352284		0.0125	0.04880327283849919
GHRHR	0.2625971229163768		0.0125	0.04880327283849919
LRRTM3	0.26259712286372333		0.0125	0.04880327283849919
PPP1R3A	0.2625971228437841		0.0125	0.04880327283849919
DGKK	0.2625971228204301		0.0125	0.04880327283849919
CECR7	0.26259712278661185		0.0125	0.04880327283849919
GABRB1	0.26259712275096064		0.0125	0.04880327283849919
AQP12A	0.2625971227336723		0.0125	0.04880327283849919
WBSCR17	0.2625971227131429		0.0125	0.04880327283849919
EBF3	0.26259712269485364		0.0125	0.04880327283849919
MYH8	0.2625971226599514		0.0125	0.04880327283849919
GIMAP6	0.26259712263338353		0.0125	0.04880327283849919
AC003051.1	0.26259712261346696		0.0125	0.04880327283849919
LRIT2	0.26259712259558204		0.0125	0.04880327283849919
RP1-228P16.4	0.26259712258328743		0.0125	0.04880327283849919
GRIN2A	0.2625971225800967		0.0125	0.04880327283849919
RP5-916L7.1	0.26259712241788796		0.0125	0.04880327283849919
KRT85	0.2625971223439111		0.0125	0.04880327283849919
LRRC55	0.26259712234116106		0.0125	0.04880327283849919
RP11-211N8.7	0.2625971223216258		0.0125	0.04880327283849919
CD1E	0.2625971222559008		0.0125	0.04880327283849919
RP11-142C4.6	0.26259712223043075		0.0125	0.04880327283849919
SEZ6L	0.2625971221836916		0.0125	0.04880327283849919
TMEM132D	0.26259712215893705		0.0125	0.04880327283849919
VSTM2A	0.2625971220702537		0.0125	0.04880327283849919
RP11-113I24.1	0.26259712204803953		0.0125	0.04880327283849919
TRPC7	0.26259712191898543		0.0125	0.04880327283849919
RP11-579E24.1	0.26259712188140993		0.0125	0.04880327283849919
RP11-17A4.2	0.2625971218282248		0.0125	0.04880327283849919
RP11-93O17.2	0.2625971217443401		0.0125	0.04880327283849919
MS4A6A	0.26259712172603855		0.0125	0.04880327283849919
CDH7	0.26259712171299837		0.0125	0.04880327283849919
AC007359.6	0.2625971216865831		0.0125	0.04880327283849919
VWA5B1	0.26259712167627053		0.0125	0.04880327283849919
RP11-298O21.5	0.26259712166320626		0.0125	0.04880327283849919
ENPP6	0.2625971216407415		0.0125	0.04880327283849919
PRND	0.2625971216130793		0.0125	0.04880327283849919
PGA3	0.26259712159719734		0.0125	0.04880327283849919
MDGA2	0.2625971215667274		0.0125	0.04880327283849919
PIWIL1	0.2625971214403745		0.0125	0.04880327283849919
PTH2R	0.2625971214186907		0.0125	0.04880327283849919
FAM55A	0.2625971212363967		0.0125	0.04880327283849919
C2orf71	0.262597121216277		0.0125	0.04880327283849919
GRM3	0.2625971210234924		0.0125	0.04880327283849919
SALL3	0.26259712088613507		0.0125	0.04880327283849919
MORC1	0.26259712088486287		0.0125	0.04880327283849919
ITGA8	0.26259712088486287		0.0125	0.04880327283849919
DPP6	0.26259712059539064		0.0125	0.04880327283849919
BAI3	0.2625971205276312		0.0125	0.04880327283849919
KCNC2	0.2625971204882506		0.0125	0.04880327283849919
HOTTIP	0.26259712041326916		0.0125	0.04880327283849919
C1orf141	0.2625971202669045		0.0125	0.04880327283849919
WT1-AS	0.2625971201815445		0.0125	0.04880327283849919
AC092162.1	0.2625971201047789		0.0125	0.04880327283849919
FREM1	0.26259712009684893		0.0125	0.04880327283849919
RP11-416O18.1	0.2625971200515798		0.0125	0.04880327283849919
RP11-126O22.1	0.2625971198167441		0.0125	0.04880327283849919
ADRA1A	0.2625971195251188		0.0125	0.04880327283849919
PZP	0.2625971190498341		0.0125	0.04880327283849919
SCN10A	0.2625971188347916		0.0125	0.04880327283849919
UBTFL3	0.26259711768773364		0.0125	0.04880327283849919
ADGB	0.2625971173092318		0.0125	0.04880327283849919
OTOG	0.2625971167900193		0.0125	0.04880327283849919
DCC	0.2625971161280081		0.0125	0.04880327283849919
AGBL4	0.262597115653739		0.0125	0.04880327283849919
RP11-471J12.1	0.2625971149933065		0.0125	0.04880327283849919
AC011747.4	0.26259711374501066		0.0125	0.04880327283849919
GAPDHP61	0.26257049744140026		0.0125	0.04880327283849919
RP13-507I23.1	0.262551964726485		0.0125	0.04880327283849919
MTDH	0.2625405031308627		0.0125	0.04880327283849919
RP11-277P12.9	0.26249612122186006		0.0125	0.04880327283849919
YARS	0.26248537206313594		0.0125	0.04880327283849919
ABP1	0.2624533865018715		0.0125	0.04880327283849919
MPHOSPH9	0.2624470550336608		0.0125	0.04880327283849919
RP11-529J17.3	0.2624164282957429		0.0125	0.04880327283849919
AC005224.2	0.26230620744181193		0.0125	0.04880327283849919
RPS9	0.26228234031571407		0.0125	0.04880327283849919
HEMK1	0.2622599650261785		0.0125	0.04880327283849919
RP11-535M15.1	0.2622395943079556		0.0125	0.04880327283849919
AL160471.6	0.26221187780033905		0.0125	0.04880327283849919
Z97634.5	0.26216523073468584		0.0125	0.04880327283849919
PROKR1	0.26211982141828205		0.0125	0.04880327283849919
RP11-330L19.1	0.2621021673450656		0.0125	0.04880327283849919
SKAP1	0.26201726122094127		0.0125	0.04880327283849919
GBX1	0.2618562586184043		0.0125	0.04880327283849919
AC126365.4	0.2618365968358108		0.0125	0.04880327283849919
HOXD3	0.26180472840248853		0.0125	0.04880327283849919
RP4-695O20__B.10	0.26177079491436855		0.0125	0.04880327283849919
PFN1	0.2617580571150201		0.0125	0.04880327283849919
AC087651.1	0.2616763827474916		0.0125	0.04880327283849919
MRPS24	0.26165501726022783		0.0125	0.04880327283849919
RPLP1	0.2615458810384789		0.0125	0.04880327283849919
LSM1	0.2615317041086993		0.0125	0.04880327283849919
NDUFA3	0.2614997038137992		0.0125	0.04880327283849919
EEF1B2P3	0.2614471601704919		0.0125	0.04880327283849919
WAS	0.2614128292317606		0.0125	0.04880327283849919
PI16	0.26140820806500176		0.0125	0.04880327283849919
ACP2	0.26136409064966615		0.0125	0.04880327283849919
ABCC6P1	0.26134107201934914		0.0125	0.04880327283849919
PLD1	0.2613152647528658		0.0125	0.04880327283849919
MICAL2	0.2613090549265613		0.0125	0.04880327283849919
SSR3	0.26129528365704224		0.0125	0.04880327283849919
ALKBH2	0.26125806486947706		0.0125	0.04880327283849919
MAF1	0.26122729073869305		0.0125	0.04880327283849919
TMEM223	0.2612034804225242		0.0125	0.04880327283849919
RP11-234O6.2	0.2611998354122189		0.0125	0.04880327283849919
ACAD9	0.26116544647945306		0.0125	0.04880327283849919
DCLRE1B	0.2611484719516521		0.0125	0.04880327283849919
RP11-98D18.1	0.26108206524183786		0.0125	0.04880327283849919
C19orf24	0.2610433447491251		0.0125	0.04880327283849919
CAPZA1	0.260969799238846		0.0125	0.04880327283849919
AC111200.10	0.2609067730739382		0.0125	0.04880327283849919
IGHMBP2	0.2609064302528852		0.0125	0.04880327283849919
CBX1P2	0.26086621792499426		0.0125	0.04880327283849919
RP4-604A21.1	0.2608401103816997		0.0125	0.04880327283849919
LINC00106	0.2608289488125252		0.0125	0.04880327283849919
CCDC135	0.2608260397703147		0.0125	0.04880327283849919
DCAF7	0.2607088686083227		0.0125	0.04880327283849919
AC022400.1	0.2607088175155068		0.0125	0.04880327283849919
XIST	0.2606788777171538		0.0125	0.04880327283849919
BIRC7	0.2606526824936723		0.0125	0.04880327283849919
CDK8	0.26061449467960784		0.0125	0.04880327283849919
LINC00504	0.26053115062886323		0.0125	0.04880327283849919
POC5	0.26052599789838754		0.0125	0.04880327283849919
RP1-80N2.3	0.2605024925429106		0.0125	0.04880327283849919
PHYHD1	0.26049169694878144		0.0125	0.04880327283849919
RP11-108L7.7	0.2604290538124134		0.0125	0.04880327283849919
SLC25A19	0.2603174855713616		0.0125	0.04880327283849919
CSTF1	0.26028661502214817		0.0125	0.04880327283849919
BANP	0.2602766804929082		0.0125	0.04880327283849919
RP11-343H5.4	0.26027454237422165		0.0125	0.04880327283849919
BTBD16	0.2602597252246645		0.0125	0.04880327283849919
FMO3	0.2602046769986209		0.0125	0.04880327283849919
NOS1	0.26017250117156887		0.0125	0.04880327283849919
ARL5A	0.26007815012953506		0.0125	0.04880327283849919
C11orf31	0.2599549815049642		0.0125	0.04880327283849919
RP11-258A12.3	0.25984625113519805		0.0125	0.04880327283849919
RP11-730A19.6	0.2598280547172648		0.0125	0.04880327283849919
RP1-34B21.6	0.2598164671482747		0.0125	0.04880327283849919
ARHGEF2	0.25978968293390364		0.0125	0.04880327283849919
CPB2	0.25972182151755163		0.0125	0.04880327283849919
IFRD2	0.25965423326738835		0.0125	0.04880327283849919
GATC	0.25962804160629543		0.0125	0.04880327283849919
CTD-2196E14.3	0.2596106592070062		0.0125	0.04880327283849919
CFI	0.2596091199600806		0.0125	0.04880327283849919
