Gene	Score	0.95 MoE	p-value	FDR
RPL26P37	0.4207421995777695		0.07332802444256648	0.5458623171024227
SNX20	0.42074219906227556		0.07333891308587402	0.5458623171024227
NANP	0.4206645420743051		0.07336962881102516	0.5458623171024227
PLA2G3	0.4206460197000551		0.07337304166937529	0.5458623171024227
NID2	0.4206263688337002		0.07338002990313983	0.5458623171024227
PRORSD1P	0.4206071690337345		0.073388480790483	0.5458623171024227
C9orf43	0.42052539198743805		0.07343057271013456	0.5458623171024227
RP11-727A23.4	0.4204549441433422		0.07346275108886433	0.5458623171024227
ZNF180	0.42044154295814967		0.07346860170317883	0.5458623171024227
AC005363.9	0.4203800843637679		0.0734967171553013	0.5458623171024227
TCHP	0.4203565808384932		0.07350403042319444	0.5458623171024227
CCDC125	0.42034502068472024		0.07351036858870182	0.5458623171024227
RP11-6D1.3	0.4203415940551789		0.07351621920301632	0.5458623171024227
SOLH	0.42033151135297214		0.07352271988558799	0.5458623171024227
FAM171A2	0.42033021190870457		0.07352450757329519	0.5458623171024227
RP11-180C1.1	0.4202725921717745		0.07355327309367483	0.5458623171024227
CAMTA1-IT1	0.42026126004619974		0.07355814860560358	0.5458623171024227
RGS22	0.4202288244557537		0.07356708704413964	0.5458623171024227
MTIF3	0.4201863571736746		0.0735874016771761	0.5458623171024227
CTD-2303K11.1	0.42009702703844654		0.07373090424494572	0.5458623171024227
HCLS1	0.42008568895142906		0.07373561723981018	0.5458623171024227
RP11-360L9.7	0.4200719873090576		0.07374195540531756	0.5458623171024227
SSX5	0.420046601328582		0.07375723200936098	0.5458623171024227
RP11-160N1.6	0.4200465984034717		0.07376747058441137	0.5458623171024227
MIR645	0.42004659717056214		0.07377770915946175	0.5458623171024227
USP17L5	0.42004659617238543		0.07378794773451212	0.5458623171024227
RP5-1056L3.1	0.42004659371635394		0.0737983488266268	0.5458623171024227
RP11-351O1.2	0.4200465936869021		0.07380696223103426	0.5458623171024227
RP5-1047A19.6	0.42004659252182147		0.07381866345966326	0.5458623171024227
CTB-35F21.1	0.420046592375682		0.07382890203471365	0.5458623171024227
RP11-214K3.5	0.4200465918838533		0.07383914060976403	0.5458623171024227
RP1-18D14.7	0.42004659151179713		0.0738493791848144	0.5458623171024227
RNU6ATAC3P	0.4200465905864933		0.07385961775986478	0.5458623171024227
RP11-381O7.4	0.4200465900532848		0.07386985633491516	0.5458623171024227
TNN	0.4200465896108712		0.07388009490996554	0.5458623171024227
OFD1P2Y	0.42004658889069285		0.07389033348501593	0.5458623171024227
ORAOV1P1	0.4200465883022142		0.07390057206006631	0.5458623171024227
MYCBP2-AS2	0.4200465872699828		0.07391081063511669	0.5458623171024227
RP11-547C13.1	0.4200465856963598		0.07392104921016707	0.5458623171024227
RP11-742B18.1	0.42004658465917283		0.07393128778521744	0.5458623171024227
MNDA	0.4200465838815583		0.07394152636026782	0.5458623171024227
TADA3	0.42003879544101885		0.07395192745238251	0.5458623171024227
SNHG3	0.42000008735674715		0.07396801664174739	0.5458623171024227
GTF2E2	0.419730918058415		0.07410290580510953	0.5467266187050359
RP11-211N8.2	0.4196367791551014		0.0743162907105246	0.5479930588798468
AC005831.1	0.4195561414852235		0.07436407072742637	0.5479930588798468
ZNF324B	0.41952187441388517		0.07437804719495547	0.5479930588798468
HMGN2	0.4194998097989471		0.07438861080413443	0.5479930588798468
HIVEP3	0.41948826779915627		0.0743951114867061	0.5479930588798468
FAM150B	0.4194814350321107		0.0743991744133134	0.5479930588798468
BSG	0.41945191166056567		0.07441542611974257	0.5479930588798468
AC068499.6	0.4194498765023819		0.07441705129038549	0.5479930588798468
IGF2BP3	0.41926474095315797		0.07467025287655203	0.5489854727316027
FAM218A	0.41924668791358327		0.07467805369563804	0.5489854727316027
VMA21	0.41917898382932645		0.07471153221088214	0.5489854727316027
TLR8-AS1	0.4191239746055478		0.07475037378924787	0.5489854727316027
RP11-567O16.1	0.41912397249034355		0.07476028733016966	0.5489854727316027
AC092165.4	0.41912396943387376		0.07477020087109146	0.5489854727316027
RP6-227L5.2	0.41912396868043883		0.07478011441201327	0.5489854727316027
RP1-63G5.7	0.4191239673451234		0.07479002795293506	0.5489854727316027
RP11-659E9.2	0.41912396695139253		0.07479994149385685	0.5489854727316027
RP3-380B8.4	0.41912396605563496		0.07480985503477865	0.5489854727316027
RP11-734K21.3	0.4191239657224145		0.07482513163882208	0.5489854727316027
RP11-124B13.1	0.4191239656694404		0.07482968211662225	0.5489854727316027
SACS-AS1	0.41912396394395907		0.07483959565754404	0.5489854727316027
RP11-438N5.2	0.4191239607600413		0.0748522719885588	0.5489854727316027
AC026954.6	0.41912396058548684		0.07485942273938763	0.5489854727316027
RP11-211G23.2	0.41912396018263337		0.07486933628030944	0.5489854727316027
AC064836.4	0.41912395947678566		0.07487924982123123	0.5489854727316027
HNRNPA3P2	0.4191239585479397		0.07488916336215302	0.5489854727316027
HIST1H2APS3	0.4191239573917596		0.07489907690307482	0.5489854727316027
LRRC25	0.419123954899885		0.07490899044399663	0.5489854727316027
SEMA3D	0.4190920472210032		0.07492654228694012	0.5489854727316027
C22orf26	0.4189887451049232		0.07497903529870636	0.5491240180909307
WIF1	0.4189849944934759		0.07498114802054216	0.5491240180909307
AC083863.7	0.41879756658096245		0.07508922186829617	0.549784626368396
KRTAP2-1	0.41871445110097777		0.07519404537476435	0.5504211277658815
HIST1H2BH	0.41856125000202477		0.07527124098030293	0.5508551379638439
CENPH	0.41848049750872546		0.07530504452967561	0.5508669833729217
RP11-25J23.3	0.4184415069871193		0.07531902099720471	0.5508669833729217
C3orf55	0.4183332381421408		0.07536062536566339	0.5508669833729217
RPA4	0.4183328106926551		0.07536078788272768	0.5508669833729217
CDKN2C	0.41830739197696937		0.07537118897484237	0.5508669833729217
CFP	0.41828580908317164		0.0753802899304427	0.5508669833729217
RPS3P6	0.4182302861391632		0.07542238185009426	0.5509670147128619
HCN2	0.4181795892781367		0.07544692192680232	0.5509670147128619
GPRIN3	0.4181445563908262		0.07545862315543132	0.5509670147128619
ASXL3	0.41813108007880667		0.07546561138919587	0.5509670147128619
MMP19	0.4179600366985382		0.07554264447767016	0.5513985765124555
AC003029.1	0.4178815274974754		0.07558181109016447	0.551553605313093
CCNO	0.41772188997225157		0.07565071832542417	0.5518409198672356
NLGN2	0.41771175934689		0.07565705649093155	0.5518409198672356
RP11-506B4.3	0.4175943290022262		0.075723038419034	0.5521912775539227
RP11-476C8.3	0.41755565416129387		0.07575342911005656	0.5522260273972603
AC007386.4	0.4175370707901535		0.07581323538971592	0.5522260273972603
AC104297.1	0.4175203044498502		0.07581843593577325	0.5522260273972603
TMEM200A	0.4173837843464732		0.07588929337580445	0.5522260273972603
RP11-383C5.5	0.41736640664517505		0.07589920691672626	0.5522260273972603
CTD-2561B21.9	0.41736218627817223		0.07590148215562634	0.5522260273972603
NKG7	0.41735352892899497		0.07591432100370539	0.5522260273972603
RFX6	0.4173535286822647		0.07592423454462718	0.5522260273972603
RP11-45A12.1	0.4173535270224782		0.07593463563674185	0.5522260273972603
RP11-78B10.2	0.4173535264253301		0.07594503672885652	0.5522260273972603
PAX2	0.4173535249904221		0.07595820061106416	0.5522260273972603
FAM90A5P	0.4173535249030356		0.07596226353767145	0.5522260273972603
HTR6	0.41735352446755125		0.07597575245400767	0.5522260273972603
RP11-255G12.2	0.4173535216995477		0.07598664109731522	0.5522260273972603
INSL5	0.4173535214879127		0.07599704218942989	0.5522260273972603
SYCP3	0.4171419724565277		0.07622424104530975	0.5537461629279812
CXCL5	0.4170385511620185		0.07627397126698303	0.5539674297852253
LINC00471	0.4169999805011477		0.07629071052460508	0.5539674297852253
C14orf39	0.41687691646408487		0.07634450367288566	0.5541389478650626
CTD-2270N23.1	0.41686564010362437		0.07635035428720016	0.5541389478650626
LSM7	0.41682940506332544		0.07636871871546512	0.5541415094339622
HIST2H4B	0.41675475668192774		0.07644347656503933	0.5544128030124734
PVRL3-AS1	0.41668283198622486		0.07648101800689072	0.5544128030124734
RPS15A	0.4166822190681991		0.0764813430410193	0.5544128030124734
RP11-204K16.1	0.4166478536459404		0.07649580705974127	0.5544128030124734
REXO1L1	0.41658436358846296		0.07652197230709225	0.5544128030124734
RP11-152H18.4	0.41653448462212894		0.07654569979847883	0.5544128030124734
ADAMTS6	0.41650636209744696		0.07655902619775076	0.5544128030124734
LRRC4B	0.4164971589597209		0.07656341415848664	0.5544128030124734
ZNF284	0.4164915800130204		0.07656828967041539	0.5544128030124734
PAIP2	0.41642842682720116		0.07660014301501658	0.5545129411764705
PRMT10	0.41631516343923475		0.07672430605213547	0.5552811103269818
HIST1H2BB	0.4161187402670473		0.076849931742833	0.5559875382083235
DHX8	0.4160999206445306		0.07685805759604758	0.5559875382083235
PMPCB	0.41603384215954675		0.07689998699863486	0.5560646298472386
SLC27A1	0.4160185918972645		0.07690486251056361	0.5560646298472386
PTK2	0.4159319228072742		0.07694500422544368	0.5561001872659177
RP11-335G20.7	0.4158695601960145		0.0769700318533446	0.5561001872659177
TRPC6P	0.4157491752670935		0.07704852759539751	0.5561001872659177
RP11-420K5.1	0.4157491707597415		0.0770607163752194	0.5561001872659177
AL109754.1	0.4157491694171777		0.0770725801209127	0.5561001872659177
HMGN1P12	0.4157491684553266		0.07708460638367029	0.5561001872659177
RP13-16H11.6	0.4157491681495905		0.07709663264642788	0.5561001872659177
RP11-357G3.2	0.41574916207743023		0.07710865890918546	0.5561001872659177
RP3-329E20.2	0.41574916192418765		0.07712068517194305	0.5561001872659177
RP11-509J21.2	0.4157491618022765		0.07713287395176494	0.5561001872659177
SNORD116-3	0.4157491577354842		0.07714473769745823	0.5561001872659177
AC083899.1	0.4157491566759405		0.07715692647728012	0.5561001872659177
OSM	0.4157491551164565		0.07716895274003771	0.5561001872659177
DLGAP2	0.41574915349452485		0.07718552948059547	0.5561001872659177
RP11-618M23.1	0.41574915347274893		0.07718617954885262	0.5561001872659177
RN5S314	0.41574915291934444		0.07720405642592472	0.5561001872659177
CTRB2	0.41574914965321424		0.07721705779106806	0.5561001872659177
RQCD1	0.41567141454073936		0.07725801209126959	0.5562438625204582
GALNT13	0.41561503295020186		0.07727962686082039	0.5562438625204582
RPS18	0.4155481269141915		0.07730953000065006	0.5562438625204582
CITED1	0.4155340618007532		0.07731944354157186	0.5562438625204582
MS4A15	0.41551618667927626		0.07732740687772216	0.5562438625204582
LA16c-395F10.2	0.41545773969256583		0.07735210947149451	0.5562914913510987
SNORA52	0.4153647899365633		0.07749219918091399	0.556373779637378
RP11-397P13.6	0.41534180879945615		0.0775060131313788	0.556373779637378
CTSK	0.4153197839419734		0.07751495156991484	0.556373779637378
LEMD1	0.4152496753059244		0.0775511928752519	0.556373779637378
RN5S368	0.415249667756468		0.07756224403562374	0.556373779637378
CTD-2213F21.1	0.4152496670310204		0.07757329519599558	0.556373779637378
RP11-160C18.4	0.4152496642434217		0.07758434635636742	0.556373779637378
COX4I2	0.41524966251829465		0.07759539751673926	0.556373779637378
AC013472.3	0.41524965862704694		0.0776064486771111	0.556373779637378
AF064861.1	0.4152496530231173		0.07761749983748294	0.556373779637378
RP11-330L19.4	0.41524965238909184		0.07762855099785478	0.556373779637378
RP11-5P18.10	0.41513088589421304		0.07767958135604239	0.556373779637378
PTCHD1	0.41512828750858616		0.07768136904374959	0.556373779637378
RP11-64D24.2	0.4151282869449089		0.07768656958980694	0.556373779637378
RP11-46I1.2	0.4151282864544705		0.07770249626210753	0.556373779637378
SNORA14A	0.4151282859498423		0.07771322238835078	0.556373779637378
RP11-777F6.2	0.4151282844072575		0.07772362348046545	0.556373779637378
LINC00161	0.41512828409142455		0.07773418708964441	0.556373779637378
AL136040.1	0.41512828353751013		0.07774475069882338	0.556373779637378
CYP4F61P	0.415128283456681		0.07775531430800234	0.556373779637378
AATK-AS1	0.41512828244443867		0.0777658779171813	0.556373779637378
CXCL13	0.41512828106316046		0.07777644152636026	0.556373779637378
AC005071.1	0.41512827919814643		0.07778716765260352	0.556373779637378
FMO6P	0.41512827748911235		0.0777975687447182	0.556373779637378
AC006011.4	0.4150324667308451		0.07785314958070598	0.5565884811890386
RP11-123J14.2	0.4149924253164531		0.07787476435025678	0.5565884811890386
PRPF31	0.41494958815140265		0.07789345381265032	0.5565884811890386
SAMD1	0.414938297198371		0.077899954495222	0.5565884811890386
RP11-6F2.7	0.4146674719369029		0.07824237794968472	0.5589052704899002
FAM13A-AS1	0.4145852444676182		0.07830445946824417	0.5589969851576994
RP11-318C24.2	0.4145718463207874		0.07831453552623026	0.5589969851576994
C2orf73	0.4145222018909945		0.07833810050055255	0.5589969851576994
AC009480.3	0.4145087266663248		0.07834411363193135	0.5589969851576994
AC005237.4	0.4145087146450054		0.07834606383670285	0.5589969851576994
PPP2R3B-AS1	0.4144460611134382		0.078388480790483	0.5591237830319888
NAV2	0.41442183061142485		0.078400182019112	0.5591237830319888
STIP1	0.41435373120877583		0.07842959760774881	0.5591821130676552
RP11-632C17__A.1	0.41431616940627797		0.07844471169472794	0.5591821130676552
RP11-435O5.2	0.41408789358849496		0.07855619840083208	0.5598471160528145
CTD-3064M3.1	0.4138988792280735		0.07875820711174673	0.5609451642757982
CCT8L1P	0.41389887104989004		0.07876925827211857	0.5609451642757982
RPL22P19	0.413898868204127		0.07878030943249041	0.5609451642757982
GATA5	0.4138988667901435		0.07879136059286225	0.5609451642757982
RPL10	0.41388709776695465		0.07880143665084834	0.5609451642757982
MAP2K1P1	0.4136843790791802		0.07890333485015927	0.5615405968077724
PYCR2	0.413610350000584		0.07894575180393941	0.561662814883291
ARHGAP24	0.41354356058954306		0.07897256711954755	0.561662814883291
RPL12P18	0.41352117977017827		0.07898491841643372	0.561662814883291
RP11-135J2.3	0.4135063312877392		0.07899353182084119	0.561662814883291
PHYHIP	0.4133231690440421		0.07908324124033024	0.5619284064665127
RP11-483H20.4	0.4133225218618211		0.07908372879152312	0.5619284064665127
TBKBP1	0.41331705587462725		0.07908567899629461	0.5619284064665127
NRSN2	0.413169877169889		0.07916059936293311	0.5621273650207661
TCEB1P2	0.41313280218088005		0.07917587596697653	0.5621273650207661
AC009133.14	0.4131289618560932		0.07917798868881233	0.5621273650207661
CUL2	0.41310513002483895		0.07918676461028408	0.5621273650207661
AC083899.3	0.4130026004456251		0.0793065396866671	0.5628477508650519
COL6A1	0.41275117365080927		0.07949424689592408	0.5639416647452156
FLVCR2	0.4127442250536987		0.07949733472014561	0.5639416647452156
AC096574.5	0.4126492123187463		0.07954072677631151	0.5641194098662977
ZNF799	0.41253527463793255		0.07959760774881362	0.5642539719088189
MN1	0.4125174532011521		0.07960459598257817	0.5642539719088189
RP11-262H14.1	0.4124603946930548		0.07962588571800039	0.5642539719088189
NEK3	0.41242763698053087		0.07964034973672235	0.5642539719088189
NSF	0.4124021792107363		0.0796514008970942	0.5642539719088189
CHORDC1	0.41236302169246297		0.07975606188649809	0.5647376294591485
ADAMTS4	0.41236237818608273		0.07975638692062667	0.5647376294591485
INTS8	0.41211851291335766		0.0798720990704024	0.5649118791485466
SERBP1	0.4119128176015077		0.0799605083533771	0.5649118791485466
HMGB1P37	0.41191155793284046		0.07996099590456998	0.5649118791485466
GAL	0.41188597286551826		0.07997334720145616	0.5649118791485466
RP11-192P3.4	0.41188387677792665		0.07997903529870637	0.5649118791485466
RP11-644K8.1	0.41188387454516806		0.07999008645907821	0.5649118791485466
RP11-637O19.2	0.4118838721084226		0.08000113761945005	0.5649118791485466
ZCCHC18	0.41188059267167393		0.08000828837027887	0.5649118791485466
GLDCP	0.41187575723474584		0.08001040109211467	0.5649118791485466
RP11-96D1.9	0.4117355298365058		0.0800747578495742	0.5649118791485466
HOXC-AS3	0.41172710599536		0.08008694662939608	0.5649118791485466
RP11-167H9.6	0.41172710028238146		0.08009556003380355	0.5649118791485466
LINC00440	0.4117270931909583		0.08010417343821101	0.5649118791485466
FOXO1B	0.4117270915282578		0.08011278684261848	0.5649118791485466
CTD-2210P24.4	0.41172709082026376		0.08012140024702594	0.5649118791485466
SRRM1P2	0.4117270839600066		0.08013001365143341	0.5649118791485466
RP11-16E23.3	0.4117270813540516		0.08013862705584086	0.5649118791485466
RP11-298D21.2	0.41172708118347573		0.08014724046024832	0.5649118791485466
HCG14	0.41172708036679717		0.08015585386465579	0.5649118791485466
RP11-788M5.3	0.4117270713694383		0.08016446726906325	0.5649118791485466
RP11-252A24.3	0.4116961446886004		0.08018250666319963	0.5649118791485466
ST13P19	0.4116723834844849		0.08019225768705714	0.5649118791485466
PDZD8	0.41164465103607967		0.08020753429110057	0.5649118791485466
DEXI	0.4116121847676122		0.08022167327569395	0.5649118791485466
AL031601.2	0.41153216902146594		0.08028082948709614	0.5651990846681922
SNAI2	0.41148683489487947		0.08034746148345576	0.5652432617633623
RP11-216B9.8	0.4114866643352764		0.0803487616199701	0.5652432617633623
ETNK1	0.41144045280703523		0.0803702138724566	0.5652432617633623
APOBEC3G	0.41138811899099653		0.08040044204641487	0.5652432617633623
AC133785.1	0.41132956791081143		0.08042823246440876	0.5652432617633623
RP11-875O11.3	0.41132690711691317		0.08042985763505169	0.5652432617633623
KCTD15	0.4113225040050531		0.08043083273743742	0.5652432617633623
AC093702.1	0.4113161923318777		0.08043408307872327	0.5652432617633623
RP11-3J10.4	0.4112469026375456		0.08047584996424624	0.5654076273121716
PGLYRP1	0.4111877582880624		0.08049941493856855	0.5654440639269407
RP11-481J2.2	0.4111004765727134		0.08069524800104011	0.5666902533668112
MIR616	0.41105601001261594		0.08071783787297666	0.5667195344591511
PIK3R5	0.4109543310913918		0.08077374374309303	0.5668488636363636
AC110926.4	0.4109524311536989		0.0807743938113502	0.5668488636363636
GJB2	0.4108013939421541		0.08084622635376715	0.5668488636363636
RSBN1	0.41076850057535613		0.08086654098680361	0.5668488636363636
RP11-21B21.4	0.41073239890574076		0.08088766820516154	0.5668488636363636
HP	0.4107047703594792		0.08090099460443347	0.5668488636363636
RP11-18D7.2	0.4106441145585825		0.08093707339270624	0.5668488636363636
RP11-388M20.9	0.4106441087125093		0.08094812455307808	0.5668488636363636
SERPINA12	0.41064410751867686		0.08095950074757849	0.5668488636363636
RP11-536C10.10	0.4106441062630384		0.08097201456152896	0.5668488636363636
GOLGA6L6	0.41064410565998827		0.08098225313657934	0.5668488636363636
BNIP3P2	0.4106441044769817		0.08099395436520834	0.5668488636363636
KCNK17	0.41064410187232947		0.08100500552558018	0.5668488636363636
RP11-475C16.1	0.41062337013480515		0.0810186569589807	0.5668488636363636
VTI1BP2	0.41057797022976517		0.08104043424559579	0.5668488636363636
RP11-179A10.1	0.4105779683403546		0.08105099785477475	0.5668488636363636
GAS2L3	0.41057753880713743		0.08106074887863225	0.5668488636363636
TMSB4XP1	0.4105725421995543		0.0810678996294611	0.5668488636363636
EPS15P1	0.41043179221615955		0.08114932067867126	0.5669501133786848
RP11-512N21.3	0.4104317913663199		0.08116264707794318	0.5669501133786848
RP11-197K6.1	0.41043179071850044		0.08117564844308653	0.5669501133786848
RP11-8J9.1	0.41043179046228995		0.08118864980822986	0.5669501133786848
RN5S108	0.4104317893593861		0.0812018136904375	0.5669501133786848
RP11-770G2.2	0.4104317891117363		0.08121465253851655	0.5669501133786848
RP11-342F17.1	0.41043178901538657		0.08122765390365988	0.5669501133786848
AC099535.4	0.4104317871920812		0.08124065526880322	0.5669501133786848
RP11-295M18.2	0.4104317859093024		0.08125365663394657	0.5669501133786848
RP11-6B19.2	0.41043177898030314		0.0812666579990899	0.5669501133786848
TPX2	0.4103973885900102		0.08128811025157641	0.5669712083427794
PCDHGB7	0.410302025825639		0.08133231489306378	0.5671509519492294
SEC14L4	0.4102029295569704		0.08150263277644153	0.5681549773755656
DNAJC13	0.41017472992891274		0.08152571019957096	0.5681549773755656
RP11-325E5.3	0.4101480889583325		0.08154602483260742	0.5681549773755656
CEP192	0.410141383534967		0.08155057531040759	0.5681549773755656
RP11-874G11.1	0.40999812836088095		0.0816214327504388	0.5681549773755656
TMEM160	0.40999029384384517		0.08162387050640317	0.5681549773755656
RPL35P2	0.4099899928838358		0.08162387050640317	0.5681549773755656
CCL20	0.4099888890864197		0.08162403302346746	0.5681549773755656
ELOVL6	0.40988508875072954		0.08168221413248392	0.5684056987788332
TMEM161A	0.40985792519308173		0.08169700318533446	0.5684056987788332
SIX5	0.40946306707016394		0.08198872131573816	0.5699718721872187
PRRT3-AS1	0.40940652959622953		0.08201911200676071	0.5699718721872187
PDZRN3	0.40921448119819925		0.0821138594552428	0.5699718721872187
RP11-509J21.4	0.4091837116434555		0.08214018721965806	0.5699718721872187
SPDYC	0.4091837113543921		0.08215042579470845	0.5699718721872187
AL136293.1	0.4091837080043365		0.08216066436975883	0.5699718721872187
AC011515.2	0.4091837061287297		0.08217090294480921	0.5699718721872187
LINC00112	0.40918370312780256		0.08218114151985959	0.5699718721872187
RP11-81H14.3	0.4091837016493554		0.08219138009490996	0.5699718721872187
SOX8	0.40918370037410373		0.08220161866996034	0.5699718721872187
IDI2	0.4091837000280192		0.08221185724501072	0.5699718721872187
AC012499.1	0.4091836998109171		0.08222209582006111	0.5699718721872187
RPL10P14	0.4091836986164842		0.08223233439511149	0.5699718721872187
LINC00402	0.40918369729314874		0.08224257297016187	0.5699718721872187
HRH3	0.40918369653378117		0.08225281154521225	0.5699718721872187
TCEAL2	0.4091836961550715		0.08226305012026262	0.5699718721872187
AC144522.1	0.4091836960700995		0.08227003835402717	0.5699718721872187
RP11-439A17.5	0.4091836952854561		0.0822835272703634	0.5699718721872187
PLN	0.40918369271353383		0.08229376584541377	0.5699718721872187
FAM19A1	0.40918368538271355		0.08230400442046415	0.5699718721872187
CALN1	0.4091836847421413		0.08231424299551453	0.5699718721872187
RP11-690I21.1	0.40916026803774147		0.08232968211662224	0.5699718721872187
MYOZ2	0.4091324374656403		0.08235097185204446	0.5699910011248593
CERKL	0.40905575966466723		0.08239793928362478	0.5700651978417266
SYT9	0.40903213514307724		0.08240915296106091	0.5700651978417266
RP4-592A1.2	0.4090060042954631		0.0824172788142755	0.5700651978417266
ZFP1	0.4089575467104764		0.0824427939933693	0.57011350865363
RP11-355O1.11	0.40887782770348313		0.0824842358447637	0.5702719101123596
PPIAP21	0.4086353007495723		0.08288760319833582	0.5728762353998202
RP11-90H3.2	0.4086142369012624		0.08289816680751479	0.5728762353998202
IL15RA	0.4084617332664348		0.08296642397451733	0.5732191780821918
RP11-343C2.7	0.40817850490915525		0.0831047259962296	0.5740458015267176
MPP3	0.40803811864369177		0.08331096015081584	0.5750637869292748
CYP3A5	0.40802449986781103		0.08331746083338751	0.5750637869292748
MITD1	0.4080070829885803		0.08332688682311643	0.5750637869292748
MMEL1	0.4079039741543961		0.08337937983488267	0.5750637869292748
TP53TG3	0.40787080907795953		0.08339319378534746	0.5750637869292748
SUCNR1	0.40782280165690465		0.08341692127673406	0.5750637869292748
AL136304.1	0.4077609185923081		0.08344666189949945	0.5750637869292748
AC087650.1	0.40776091757774335		0.08345625040629266	0.5750637869292748
HMGN1P9	0.4077609146085659		0.08346583891308587	0.5750637869292748
RP11-345I18.4	0.40776091314239643		0.08347542741987908	0.5750637869292748
DBIL5P2	0.40776091280687216		0.0834850159266723	0.5750637869292748
ITK	0.4077609109719761		0.08349460443346551	0.5750637869292748
IDSP1	0.4077609101027371		0.08350403042319443	0.5750637869292748
RP6-99M1.1	0.40776090990478275		0.08351378144705195	0.5750637869292748
POLM	0.4076952852192912		0.08355132288890334	0.5750984340044744
SPP1	0.40768427148565883		0.08355619840083209	0.5750984340044744
AC007163.6	0.40764359325697724		0.08366784762400052	0.5755196691998212
RPL15P2	0.4076265131186565		0.08367483585776507	0.5755196691998212
PCDH9	0.4076263187710176		0.08367516089189365	0.5755196691998212
RP11-424C20.2	0.40758741805528625		0.08369222518364429	0.5755196691998212
POLR2I	0.4074120096173296		0.08378469739322629	0.5760268156424581
ABCD2	0.40735309075134546		0.08398004290450498	0.5772135358498994
TDRD3	0.4073216747470851		0.08399483195735552	0.5772135358498994
RP11-757C15.2	0.40726432478751606		0.08401530910745628	0.5772253238052701
GMDS	0.4071532180181934		0.08406780211922252	0.5773638392857143
RFWD3	0.4071405631967751		0.08407300266527985	0.5773638392857143
LVRN	0.40707272921462967		0.08410258077098096	0.5774380718589601
RP1-5O6.5	0.40700657219164105		0.08425014626535786	0.5778819751992914
AC017079.4	0.4069868674726295		0.08427127348371578	0.5778819751992914
RP11-689B22.2	0.4069868642264913		0.08428199960995905	0.5778819751992914
RP11-219B4.7	0.40698686333560113		0.0842927257362023	0.5778819751992914
RP11-145H9.3	0.4069868626443199		0.08430345186244556	0.5778819751992914
FAM90A13P	0.4069868597382282		0.08431417798868882	0.5778819751992914
MRGPRE	0.4069868564073487		0.08432490411493207	0.5778819751992914
RP3-333H23.8	0.4068904457181051		0.08437447181954105	0.5778819751992914
RP13-585F24.1	0.4068397027501764		0.08440404992524216	0.5778819751992914
RERG	0.40673778277795636		0.08445751803939414	0.5778819751992914
PITRM1	0.4066766562872632		0.08449197165702399	0.5778819751992914
CENPE	0.40663276091357103		0.08452236234804654	0.5778819751992914
RPH3AL	0.4065968111977364		0.08454170187869726	0.5778819751992914
CD48	0.40657331361617915		0.08455421569264773	0.5778819751992914
DNAJC3-AS1	0.40656863236144986		0.08455697848274069	0.5778819751992914
RP11-386G11.8	0.40656276675236686		0.08455925372164078	0.5778819751992914
PGF	0.40649946773254325		0.08459045699798479	0.5778819751992914
PHF10	0.4064608768585187		0.0846058961190925	0.5778819751992914
ITGB1BP3	0.4063722693878558		0.08466261457453032	0.5778819751992914
AC114487.1	0.40637226764856305		0.0846728531495807	0.5778819751992914
ANKRD20A12P	0.40637226593266706		0.08469333029968147	0.5778819751992914
GUCA2A	0.40637226586180736		0.08470080608463888	0.5778819751992914
RP11-90J7.3	0.4063722658604475		0.08470080608463888	0.5778819751992914
LCN6	0.40637226453504144		0.08471380744978223	0.5778819751992914
KLK4	0.4063722639711775		0.0847240460248326	0.5778819751992914
ZSCAN10	0.40637226318648406		0.08473428459988298	0.5778819751992914
CYP2B6	0.40637225921440007		0.08474452317493336	0.5778819751992914
KB-1592A4.15	0.40637225859742593		0.08476126243255541	0.5778819751992914
AMYP1	0.40637225857068426		0.08476305012026263	0.5778819751992914
AC105314.1	0.4063722571898211		0.08477523890008451	0.5778819751992914
RP11-156N15.1	0.40637225315683045		0.08478547747513489	0.5778819751992914
RAP1GDS1	0.4063343544026148		0.08481375544432165	0.5778819751992914
HIBADH	0.4063196538871154		0.0848226938828577	0.5778819751992914
RP11-316M21.6	0.4063172985242055		0.08482366898524345	0.5778819751992914
RPS4X	0.40631528797411703		0.0848246440876292	0.5778819751992914
TIMP4	0.40625591443294345		0.0848522719885588	0.5779422182864733
ARHGAP19	0.40618127144673505		0.08489241370343886	0.5779940252268201
LRFN5	0.406169005546969		0.0848974517324319	0.5779940252268201
RP4-539M6.14	0.40612924273202156		0.08491792888253266	0.5780055309734513
IQUB	0.4060965905777164		0.08503022817395826	0.5784802297327148
RPL28	0.4060157959038968		0.085061268933238	0.5784802297327148
RP11-323F24.1	0.4059564950918888		0.08509198465838913	0.5784802297327148
ANKDD1A	0.40595140538856955		0.08509377234609634	0.5784802297327148
TECPR1	0.40594542524139654		0.08509702268738217	0.5784802297327148
CLNK	0.4059091785129707		0.08511473704738998	0.5784802297327148
AC098826.5	0.40590914602583245		0.08511928752519014	0.5784802297327148
BDH2	0.4058552063434056		0.0851456152896054	0.5784831088540516
IL3RA	0.4058211332811494		0.08515731651823441	0.5784831088540516
KLHL11	0.4057618546557459		0.08527107846323864	0.5788396392432908
NANOG	0.4057475739929897		0.0852816420724176	0.5788396392432908
HSPA12B	0.4057409220134624		0.08528619255021777	0.5788396392432908
